id,num change points,standard deviation,zero cross,loudness,amplitude envelope,band energy ratio,spectral centroid,spectral bandwidth,pitch stability,is_transition
0,-0.7046429421030214,-0.0609720664106991,1.001925414873662,-1.2024789215707554,-1.1709018112293603,-0.7337179561629328,1.7457668583677026,3.4625060565951458,-0.03009770255329013,0
1,-0.5306750550466617,-1.7927229398617885,1.5181828343502257,-1.2020240468719572,-1.1696519249853177,-0.740564708614326,2.272099280224583,2.870007933143534,-0.030097702509154983,0
2,-0.8090236743368372,-1.8772820240205077,2.8323818546527333,-1.2022496123113338,-1.1698856474986785,-0.7411454715349458,2.9850089342477686,1.0302844733974523,-0.03009770247803838,0
3,-0.6698493646917494,3.2666532233583037,2.6164566982176685,-1.2004543092065674,-1.1674031448784836,-0.7384241608961398,2.842792042650976,0.9794111119916421,-0.030097702556819764,0
4,-0.7394365195142933,3.052501017888024,1.5437012619289152,-1.1971324085547823,-1.1632238962201993,-0.7188306688482222,1.9940884291589944,1.842561735294253,-0.030097702556732248,0
5,0.09560933835623332,1.9433167215045681,0.3943905429040934,-1.011481908820587,-1.0310278680107337,-0.4549559068770005,0.20916906218980263,0.5057288413744537,-0.0300977025561273,0
6,-0.6002622098692055,0.9515215046192725,-0.44182869928988455,-0.6389755178200562,-0.6180309055935511,-0.39146641741223426,-0.3062757662016226,-0.03997864031552273,-0.030097702555202957,0
7,-0.6698493646917494,1.6471620912558522,-0.3476068128454927,-0.624753841688093,-0.5821502724528201,-0.45228131161176993,-0.1836941613220035,0.32266445275778644,-0.030097702555903758,0
8,-0.39150074540157387,1.5516578536027692,-0.3868659321973227,-0.530508508038541,-0.5049707770066391,-0.2785068962733354,-0.36484776265243635,-0.1104985191297213,-0.030097702555823745,0
9,-0.4958814776353897,-0.7897492730288682,-0.5919948308106342,-0.3072476033977112,-0.39579019666465637,0.08974062383424221,-0.6489512146678961,-0.5960156909238379,-0.030097702549952535,0
10,-0.35670716799030194,-0.36533784936898667,-0.47127303880375704,-0.49076880305898585,-0.5081884374341464,0.1623588915590676,-0.6653430386199639,-0.7694419751418095,-0.030097702552255388,0
11,-0.28712001316775804,0.0011133693482750081,-0.3338661210723522,-0.12468072611136684,-0.12180875687942007,-0.060519739905243536,-0.5199870931545073,-0.6690369447256828,-0.03009770255346279,0
12,-0.4958814776353897,-0.6643379643190706,-0.44771756719265904,0.29181569237548854,0.25755891716616314,-0.29830244994097804,-0.3605112874241861,-0.19411258496392522,-0.03009770255078394,0
13,-0.6002622098692055,-1.2192987339430732,-0.5321246737990935,1.1223145084230335,1.0809853595734034,-0.1643678646880171,-0.6823019367978472,-0.5245234766454056,-0.030097702545112313,0
14,-0.4262943228128458,-1.6475562399122103,-0.522309893961136,0.6717800919698975,0.4599758740539425,-0.3672857541271892,-0.47850838292650977,0.17294621737716992,-0.03009770252894186,0
15,0.13040291576750526,0.2090054282532532,-0.23866275664416453,-0.05501576958041169,0.10563629893978517,-0.5639036797663525,0.22765875940574315,0.8126227041151205,-0.03009770255397066,0
16,-0.35670716799030194,-0.7024408455719894,-0.21314432906547512,-0.10784741158935451,-0.059740807724509515,-0.4963549491938567,-0.035071536524555705,0.5989867138742192,-0.030097702550548174,0
17,-0.4958814776353897,-1.0491516645903098,-0.4398657433222931,-0.6612022766152786,-0.6417373479833881,-0.5117246024237695,-0.15811325122112543,0.7414578361078533,-0.030097702547545842,0
18,-0.11315212611139834,-0.30187238962988067,-0.10321879488035123,-0.5150243044754788,-0.4621406871438828,-0.49014490841974695,-0.06979302029159717,0.5984417819988631,-0.030097702552501538,0
